Instrument:,NH3-211205141,,,,
Name:,Biosolids Dewatering,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-211205141_4_22_2022, 7_27_14 AM --- 4_29_2022, 9_12_14 AM.acrudata",,,,
Session ID:,39018,,,,
Session 1st Title:,"NH3-211205141_4_22_2022, 7_27_14 AM --- 4_29_2022, 9_12_14 AM",,,,
Session Start:,"4/22/2022, 6:27:14 AM",,,,
Session End:,"4/29/2022, 8:12:14 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"4/22/2022, 8:30:14 PM",3.656,76.8,73.4,12,2022-04-23T01:30:14.000Z
"4/22/2022, 8:33:14 PM",3.656,76.8,73.5,12,2022-04-23T01:33:14.000Z
"4/22/2022, 8:36:14 PM",3.656,76.6,73.5,11,2022-04-23T01:36:14.000Z
"4/22/2022, 8:39:14 PM",3.656,76.6,73.6,12,2022-04-23T01:39:14.000Z
"4/22/2022, 8:42:14 PM",3.656,76.5,73.6,12,2022-04-23T01:42:14.000Z
"4/22/2022, 8:45:14 PM",3.656,76.5,73.7,12,2022-04-23T01:45:14.000Z
"4/22/2022, 8:48:14 PM",3.657,76.3,73.8,12,2022-04-23T01:48:14.000Z
"4/22/2022, 8:51:14 PM",3.656,76.3,73.8,12,2022-04-23T01:51:14.000Z
"4/22/2022, 8:54:14 PM",3.656,76.3,73.9,11,2022-04-23T01:54:14.000Z
"4/22/2022, 8:57:14 PM",3.657,76.3,74,12,2022-04-23T01:57:14.000Z
"4/22/2022, 9:00:14 PM",3.656,76.1,74.1,12,2022-04-23T02:00:14.000Z
"4/22/2022, 9:03:14 PM",3.656,76.1,74.2,12,2022-04-23T02:03:14.000Z
"4/22/2022, 9:06:14 PM",3.656,76.1,74.2,12,2022-04-23T02:06:14.000Z
"4/22/2022, 9:09:14 PM",3.656,75.9,74.3,11,2022-04-23T02:09:14.000Z
"4/22/2022, 9:12:14 PM",3.656,75.9,74.4,12,2022-04-23T02:12:14.000Z
"4/22/2022, 9:15:14 PM",3.656,75.9,74.4,11,2022-04-23T02:15:14.000Z
"4/22/2022, 9:18:14 PM",3.656,75.7,74.5,11,2022-04-23T02:18:14.000Z
"4/22/2022, 9:21:14 PM",3.656,75.7,74.6,11,2022-04-23T02:21:14.000Z
"4/22/2022, 9:24:14 PM",3.656,75.7,74.6,11,2022-04-23T02:24:14.000Z
"4/22/2022, 9:27:14 PM",3.656,75.7,74.7,11,2022-04-23T02:27:14.000Z
"4/22/2022, 9:30:14 PM",3.656,75.7,74.8,11,2022-04-23T02:30:14.000Z
"4/22/2022, 9:33:14 PM",3.656,75.6,74.9,11,2022-04-23T02:33:14.000Z
"4/22/2022, 9:36:14 PM",3.656,75.6,74.8,11,2022-04-23T02:36:14.000Z
"4/22/2022, 9:39:14 PM",3.656,75.6,74.9,11,2022-04-23T02:39:14.000Z
"4/22/2022, 9:42:14 PM",3.656,75.4,75,11,2022-04-23T02:42:14.000Z
"4/22/2022, 9:45:14 PM",3.656,75.4,75.1,10,2022-04-23T02:45:14.000Z
"4/22/2022, 9:48:14 PM",3.656,75.4,75.1,11,2022-04-23T02:48:14.000Z
"4/22/2022, 9:51:14 PM",3.656,75.4,75.2,11,2022-04-23T02:51:14.000Z
"4/22/2022, 9:54:14 PM",3.656,75.2,75.3,10,2022-04-23T02:54:14.000Z
"4/22/2022, 9:57:14 PM",3.656,75.2,75.3,10,2022-04-23T02:57:14.000Z
"4/22/2022, 10:00:14 PM",3.656,75.2,75.3,10,2022-04-23T03:00:14.000Z
"4/22/2022, 10:03:14 PM",3.656,75.2,75.4,10,2022-04-23T03:03:14.000Z
"4/22/2022, 10:06:14 PM",3.656,75,75.5,10,2022-04-23T03:06:14.000Z
"4/22/2022, 10:09:14 PM",3.656,75,75.5,10,2022-04-23T03:09:14.000Z
"4/22/2022, 10:12:14 PM",3.656,75,75.6,11,2022-04-23T03:12:14.000Z
"4/22/2022, 10:15:14 PM",3.656,75,75.7,10,2022-04-23T03:15:14.000Z
"4/22/2022, 10:18:14 PM",3.656,74.8,75.7,10,2022-04-23T03:18:14.000Z
"4/22/2022, 10:21:14 PM",3.656,74.8,75.8,11,2022-04-23T03:21:14.000Z
"4/22/2022, 10:24:14 PM",3.656,74.8,75.8,10,2022-04-23T03:24:14.000Z
"4/22/2022, 10:27:14 PM",3.656,74.8,75.9,10,2022-04-23T03:27:14.000Z
"4/22/2022, 10:30:14 PM",3.656,74.7,76,10,2022-04-23T03:30:14.000Z
"4/22/2022, 10:33:14 PM",3.656,74.7,76,10,2022-04-23T03:33:14.000Z
"4/22/2022, 10:36:14 PM",3.656,74.7,76.1,10,2022-04-23T03:36:14.000Z
"4/22/2022, 10:39:14 PM",3.656,74.7,76.2,10,2022-04-23T03:39:14.000Z
"4/22/2022, 10:42:14 PM",3.656,74.7,76.2,10,2022-04-23T03:42:14.000Z
"4/22/2022, 10:45:14 PM",3.657,74.7,76.2,10,2022-04-23T03:45:14.000Z
"4/22/2022, 10:48:14 PM",3.656,74.5,76.3,10,2022-04-23T03:48:14.000Z
"4/22/2022, 10:51:14 PM",3.656,74.5,76.4,10,2022-04-23T03:51:14.000Z
"4/22/2022, 10:54:14 PM",3.656,74.5,76.4,10,2022-04-23T03:54:14.000Z
"4/22/2022, 10:57:14 PM",3.656,74.3,76.5,10,2022-04-23T03:57:14.000Z
"4/22/2022, 11:00:14 PM",3.656,74.3,76.6,10,2022-04-23T04:00:14.000Z
"4/22/2022, 11:03:14 PM",3.656,74.3,76.6,10,2022-04-23T04:03:14.000Z
"4/22/2022, 11:06:14 PM",3.656,74.3,76.6,10,2022-04-23T04:06:14.000Z
"4/22/2022, 11:09:14 PM",3.656,74.1,76.7,10,2022-04-23T04:09:14.000Z
"4/22/2022, 11:12:14 PM",3.656,74.1,76.7,10,2022-04-23T04:12:14.000Z
"4/22/2022, 11:15:14 PM",3.656,74.1,76.8,10,2022-04-23T04:15:14.000Z
"4/22/2022, 11:18:14 PM",3.656,74.1,76.9,10,2022-04-23T04:18:14.000Z
"4/22/2022, 11:21:14 PM",3.656,73.9,76.9,10,2022-04-23T04:21:14.000Z
"4/22/2022, 11:24:14 PM",3.656,73.9,77,10,2022-04-23T04:24:14.000Z
"4/22/2022, 11:27:14 PM",3.656,73.9,77,10,2022-04-23T04:27:14.000Z
"4/22/2022, 11:30:14 PM",3.656,73.9,77.1,11,2022-04-23T04:30:14.000Z
"4/22/2022, 11:33:14 PM",3.656,73.9,77.1,10,2022-04-23T04:33:14.000Z
"4/22/2022, 11:36:14 PM",3.656,73.9,77.2,11,2022-04-23T04:36:14.000Z
"4/22/2022, 11:39:14 PM",3.656,73.9,77.2,10,2022-04-23T04:39:14.000Z
"4/22/2022, 11:42:14 PM",3.656,73.9,77.2,10,2022-04-23T04:42:14.000Z
"4/22/2022, 11:45:14 PM",3.656,73.9,77.3,11,2022-04-23T04:45:14.000Z
"4/22/2022, 11:48:14 PM",3.656,73.8,77.4,10,2022-04-23T04:48:14.000Z
"4/22/2022, 11:51:14 PM",3.656,73.8,77.4,10,2022-04-23T04:51:14.000Z
"4/22/2022, 11:54:14 PM",3.656,73.8,77.5,10,2022-04-23T04:54:14.000Z
"4/22/2022, 11:57:14 PM",3.656,73.8,77.6,10,2022-04-23T04:57:14.000Z
"4/23/2022, 12:00:14 AM",3.656,73.8,77.6,10,2022-04-23T05:00:14.000Z
"4/23/2022, 12:03:14 AM",3.656,73.8,77.6,10,2022-04-23T05:03:14.000Z
"4/23/2022, 12:06:14 AM",3.656,73.8,77.7,10,2022-04-23T05:06:14.000Z
"4/23/2022, 12:09:14 AM",3.656,73.6,77.7,10,2022-04-23T05:09:14.000Z
"4/23/2022, 12:12:14 AM",3.656,73.6,77.8,10,2022-04-23T05:12:14.000Z
"4/23/2022, 12:15:14 AM",3.656,73.6,77.8,10,2022-04-23T05:15:14.000Z
"4/23/2022, 12:18:14 AM",3.656,73.6,77.9,10,2022-04-23T05:18:14.000Z
"4/23/2022, 12:21:14 AM",3.656,73.6,77.9,10,2022-04-23T05:21:14.000Z
"4/23/2022, 12:24:14 AM",3.656,73.6,78,11,2022-04-23T05:24:14.000Z
"4/23/2022, 12:27:14 AM",3.656,73.8,78.1,11,2022-04-23T05:27:14.000Z
"4/23/2022, 12:30:14 AM",3.656,73.8,78.1,11,2022-04-23T05:30:14.000Z
"4/23/2022, 12:33:14 AM",3.656,73.8,78.2,11,2022-04-23T05:33:14.000Z
"4/23/2022, 12:36:14 AM",3.656,73.8,78.2,11,2022-04-23T05:36:14.000Z
"4/23/2022, 12:39:14 AM",3.656,73.6,78.2,11,2022-04-23T05:39:14.000Z
"4/23/2022, 12:42:14 AM",3.656,73.8,78.3,11,2022-04-23T05:42:14.000Z
"4/23/2022, 12:45:14 AM",3.656,73.6,78.3,11,2022-04-23T05:45:14.000Z
"4/23/2022, 12:48:14 AM",3.656,73.6,78.4,11,2022-04-23T05:48:14.000Z
"4/23/2022, 12:51:14 AM",3.655,73.6,78.4,11,2022-04-23T05:51:14.000Z
"4/23/2022, 12:54:14 AM",3.656,73.6,78.5,11,2022-04-23T05:54:14.000Z
"4/23/2022, 12:57:14 AM",3.656,73.6,78.5,11,2022-04-23T05:57:14.000Z
"4/23/2022, 1:00:14 AM",3.656,73.6,78.6,11,2022-04-23T06:00:14.000Z
"4/23/2022, 1:03:14 AM",3.656,73.6,78.6,11,2022-04-23T06:03:14.000Z
"4/23/2022, 1:06:14 AM",3.656,73.6,78.6,11,2022-04-23T06:06:14.000Z
"4/23/2022, 1:09:14 AM",3.656,73.4,78.7,11,2022-04-23T06:09:14.000Z
"4/23/2022, 1:12:14 AM",3.656,73.4,78.8,11,2022-04-23T06:12:14.000Z
"4/23/2022, 1:15:14 AM",3.656,73.4,78.8,11,2022-04-23T06:15:14.000Z
"4/23/2022, 1:18:14 AM",3.656,73.2,78.8,10,2022-04-23T06:18:14.000Z
"4/23/2022, 1:21:14 AM",3.656,73.2,78.9,10,2022-04-23T06:21:14.000Z
"4/23/2022, 1:24:14 AM",3.656,73,78.9,10,2022-04-23T06:24:14.000Z
"4/23/2022, 1:27:14 AM",3.656,73,78.9,10,2022-04-23T06:27:14.000Z
"4/23/2022, 1:30:14 AM",3.656,72.9,78.9,10,2022-04-23T06:30:14.000Z
"4/23/2022, 1:33:14 AM",3.656,72.9,79,10,2022-04-23T06:33:14.000Z
"4/23/2022, 1:36:14 AM",3.656,72.7,79,10,2022-04-23T06:36:14.000Z
"4/23/2022, 1:39:14 AM",3.656,72.7,79,10,2022-04-23T06:39:14.000Z
"4/23/2022, 1:42:14 AM",3.656,72.5,79,10,2022-04-23T06:42:14.000Z
"4/23/2022, 1:45:14 AM",3.656,72.5,79.1,10,2022-04-23T06:45:14.000Z
"4/23/2022, 1:48:14 AM",3.656,72.3,79,10,2022-04-23T06:48:14.000Z
"4/23/2022, 1:51:14 AM",3.656,72.3,79.1,9,2022-04-23T06:51:14.000Z
"4/23/2022, 1:54:14 AM",3.657,72.1,79.1,10,2022-04-23T06:54:14.000Z
"4/23/2022, 1:57:14 AM",3.656,72.1,79.1,10,2022-04-23T06:57:14.000Z
"4/23/2022, 2:00:14 AM",3.656,72,79.2,10,2022-04-23T07:00:14.000Z
"4/23/2022, 2:03:14 AM",3.656,72,79.2,10,2022-04-23T07:03:14.000Z
"4/23/2022, 2:06:14 AM",3.656,72,79.2,10,2022-04-23T07:06:14.000Z
"4/23/2022, 2:09:14 AM",3.656,71.8,79.3,10,2022-04-23T07:09:14.000Z
"4/23/2022, 2:12:14 AM",3.656,71.8,79.3,10,2022-04-23T07:12:14.000Z
"4/23/2022, 2:15:14 AM",3.656,71.6,79.4,10,2022-04-23T07:15:14.000Z
"4/23/2022, 2:18:14 AM",3.656,71.6,79.4,10,2022-04-23T07:18:14.000Z
"4/23/2022, 2:21:14 AM",3.656,71.4,79.4,10,2022-04-23T07:21:14.000Z
"4/23/2022, 2:24:14 AM",3.656,71.4,79.4,10,2022-04-23T07:24:14.000Z
"4/23/2022, 2:27:14 AM",3.656,71.4,79.4,10,2022-04-23T07:27:14.000Z
"4/23/2022, 2:30:14 AM",3.656,71.2,79.5,10,2022-04-23T07:30:14.000Z
"4/23/2022, 2:33:14 AM",3.656,71.2,79.6,10,2022-04-23T07:33:14.000Z
"4/23/2022, 2:36:14 AM",3.656,71.2,79.5,10,2022-04-23T07:36:14.000Z
"4/23/2022, 2:39:14 AM",3.656,71.1,79.6,10,2022-04-23T07:39:14.000Z
"4/23/2022, 2:42:14 AM",3.656,71.1,79.6,9,2022-04-23T07:42:14.000Z
"4/23/2022, 2:45:14 AM",3.656,70.9,79.7,9,2022-04-23T07:45:14.000Z
"4/23/2022, 2:48:14 AM",3.656,70.9,79.7,9,2022-04-23T07:48:14.000Z
"4/23/2022, 2:51:14 AM",3.656,70.7,79.7,9,2022-04-23T07:51:14.000Z
"4/23/2022, 2:54:14 AM",3.656,70.7,79.8,10,2022-04-23T07:54:14.000Z
"4/23/2022, 2:57:14 AM",3.656,70.7,79.8,10,2022-04-23T07:57:14.000Z
"4/23/2022, 3:00:14 AM",3.656,70.5,79.8,10,2022-04-23T08:00:14.000Z
"4/23/2022, 3:03:14 AM",3.656,70.5,79.8,10,2022-04-23T08:03:14.000Z
"4/23/2022, 3:06:14 AM",3.656,70.5,79.9,10,2022-04-23T08:06:14.000Z
"4/23/2022, 3:09:14 AM",3.655,70.5,79.9,10,2022-04-23T08:09:14.000Z
"4/23/2022, 3:12:14 AM",3.656,70.5,80,10,2022-04-23T08:12:14.000Z
"4/23/2022, 3:15:14 AM",3.656,70.5,80,10,2022-04-23T08:15:14.000Z
"4/23/2022, 3:18:14 AM",3.656,70.3,80.1,10,2022-04-23T08:18:14.000Z
"4/23/2022, 3:21:14 AM",3.656,70.3,80.1,10,2022-04-23T08:21:14.000Z
"4/23/2022, 3:24:14 AM",3.656,70.3,80.1,10,2022-04-23T08:24:14.000Z
"4/23/2022, 3:27:14 AM",3.656,70.3,80.1,10,2022-04-23T08:27:14.000Z
"4/23/2022, 3:30:14 AM",3.656,70.3,80.1,10,2022-04-23T08:30:14.000Z
"4/23/2022, 3:33:14 AM",3.655,70.3,80.1,10,2022-04-23T08:33:14.000Z
"4/23/2022, 3:36:14 AM",3.656,70.5,80.2,10,2022-04-23T08:36:14.000Z
"4/23/2022, 3:39:14 AM",3.656,70.5,80.2,10,2022-04-23T08:39:14.000Z
"4/23/2022, 3:42:14 AM",3.656,70.3,80.2,10,2022-04-23T08:42:14.000Z
"4/23/2022, 3:45:14 AM",3.656,70.3,80.3,10,2022-04-23T08:45:14.000Z
"4/23/2022, 3:48:14 AM",3.656,70.3,80.3,10,2022-04-23T08:48:14.000Z
"4/23/2022, 3:51:14 AM",3.656,70.3,80.4,10,2022-04-23T08:51:14.000Z
"4/23/2022, 3:54:14 AM",3.656,70.3,80.4,10,2022-04-23T08:54:14.000Z
"4/23/2022, 3:57:14 AM",3.656,70.3,80.4,10,2022-04-23T08:57:14.000Z
"4/23/2022, 4:00:14 AM",3.656,70.2,80.5,10,2022-04-23T09:00:14.000Z
"4/23/2022, 4:03:14 AM",3.655,70.2,80.5,10,2022-04-23T09:03:14.000Z
"4/23/2022, 4:06:14 AM",3.656,70.2,80.6,10,2022-04-23T09:06:14.000Z
"4/23/2022, 4:09:14 AM",3.655,70.2,80.6,10,2022-04-23T09:09:14.000Z
"4/23/2022, 4:12:14 AM",3.656,70.2,80.6,10,2022-04-23T09:12:14.000Z
"4/23/2022, 4:15:14 AM",3.655,70.2,80.6,10,2022-04-23T09:15:14.000Z
"4/23/2022, 4:18:14 AM",3.656,70.2,80.7,10,2022-04-23T09:18:14.000Z
"4/23/2022, 4:21:14 AM",3.656,70.2,80.7,10,2022-04-23T09:21:14.000Z
"4/23/2022, 4:24:14 AM",3.656,70,80.8,10,2022-04-23T09:24:14.000Z
"4/23/2022, 4:27:14 AM",3.655,70,80.8,10,2022-04-23T09:27:14.000Z
"4/23/2022, 4:30:14 AM",3.655,70,80.8,10,2022-04-23T09:30:14.000Z
"4/23/2022, 4:33:14 AM",3.656,70,80.9,10,2022-04-23T09:33:14.000Z
"4/23/2022, 4:36:14 AM",3.656,70,80.9,10,2022-04-23T09:36:14.000Z
"4/23/2022, 4:39:14 AM",3.656,70,80.9,10,2022-04-23T09:39:14.000Z
"4/23/2022, 4:42:14 AM",3.655,70,80.9,10,2022-04-23T09:42:14.000Z
"4/23/2022, 4:45:14 AM",3.656,70,81,10,2022-04-23T09:45:14.000Z
"4/23/2022, 4:48:14 AM",3.656,70,81,10,2022-04-23T09:48:14.000Z
"4/23/2022, 4:51:14 AM",3.656,70,81,10,2022-04-23T09:51:14.000Z
"4/23/2022, 4:54:14 AM",3.655,69.8,81.1,10,2022-04-23T09:54:14.000Z
"4/23/2022, 4:57:14 AM",3.655,69.8,81.1,10,2022-04-23T09:57:14.000Z
"4/23/2022, 5:00:14 AM",3.656,69.8,81.1,10,2022-04-23T10:00:14.000Z
"4/23/2022, 5:03:14 AM",3.655,70,81.2,10,2022-04-23T10:03:14.000Z
"4/23/2022, 5:06:14 AM",3.656,70,81.2,10,2022-04-23T10:06:14.000Z
"4/23/2022, 5:09:14 AM",3.656,70,81.2,10,2022-04-23T10:09:14.000Z
"4/23/2022, 5:12:14 AM",3.656,70,81.2,10,2022-04-23T10:12:14.000Z
"4/23/2022, 5:15:14 AM",3.656,69.8,81.3,9,2022-04-23T10:15:14.000Z
"4/23/2022, 5:18:14 AM",3.656,69.8,81.3,9,2022-04-23T10:18:14.000Z
"4/23/2022, 5:21:14 AM",3.656,69.8,81.3,9,2022-04-23T10:21:14.000Z
"4/23/2022, 5:24:14 AM",3.655,69.8,81.4,9,2022-04-23T10:24:14.000Z
"4/23/2022, 5:27:14 AM",3.656,70,81.4,9,2022-04-23T10:27:14.000Z
"4/23/2022, 5:30:14 AM",3.655,70,81.4,9,2022-04-23T10:30:14.000Z
"4/23/2022, 5:33:14 AM",3.656,69.8,81.4,9,2022-04-23T10:33:14.000Z
"4/23/2022, 5:36:14 AM",3.655,69.8,81.5,9,2022-04-23T10:36:14.000Z
"4/23/2022, 5:39:14 AM",3.655,69.8,81.5,9,2022-04-23T10:39:14.000Z
"4/23/2022, 5:42:14 AM",3.655,69.8,81.6,9,2022-04-23T10:42:14.000Z
"4/23/2022, 5:45:14 AM",3.655,69.8,81.6,9,2022-04-23T10:45:14.000Z
"4/23/2022, 5:48:14 AM",3.655,69.8,81.6,9,2022-04-23T10:48:14.000Z
"4/23/2022, 5:51:14 AM",3.655,69.6,81.6,9,2022-04-23T10:51:14.000Z
"4/23/2022, 5:54:14 AM",3.655,69.6,81.7,9,2022-04-23T10:54:14.000Z
"4/23/2022, 5:57:14 AM",3.655,69.6,81.7,9,2022-04-23T10:57:14.000Z
"4/23/2022, 6:00:14 AM",3.655,69.6,81.7,9,2022-04-23T11:00:14.000Z
"4/23/2022, 6:03:14 AM",3.655,69.6,81.7,9,2022-04-23T11:03:14.000Z
"4/23/2022, 6:06:14 AM",3.655,69.6,81.7,9,2022-04-23T11:06:14.000Z
"4/23/2022, 6:09:14 AM",3.655,69.6,81.8,9,2022-04-23T11:09:14.000Z
"4/23/2022, 6:12:14 AM",3.656,69.6,81.8,9,2022-04-23T11:12:14.000Z
"4/23/2022, 6:15:14 AM",3.655,69.6,81.8,9,2022-04-23T11:15:14.000Z
"4/23/2022, 6:18:14 AM",3.655,69.6,81.9,9,2022-04-23T11:18:14.000Z
"4/23/2022, 6:21:14 AM",3.655,69.6,81.9,8,2022-04-23T11:21:14.000Z
"4/23/2022, 6:24:14 AM",3.655,69.6,81.9,8,2022-04-23T11:24:14.000Z
"4/23/2022, 6:27:14 AM",3.655,69.6,82,8,2022-04-23T11:27:14.000Z
"4/23/2022, 6:30:14 AM",3.655,69.8,82,8,2022-04-23T11:30:14.000Z
"4/23/2022, 6:33:14 AM",3.655,69.8,82,8,2022-04-23T11:33:14.000Z
"4/23/2022, 6:36:14 AM",3.655,69.8,82.1,8,2022-04-23T11:36:14.000Z
"4/23/2022, 6:39:14 AM",3.655,70,82.1,8,2022-04-23T11:39:14.000Z
"4/23/2022, 6:42:14 AM",3.655,70,82.1,8,2022-04-23T11:42:14.000Z
"4/23/2022, 6:45:14 AM",3.655,70.2,82.1,8,2022-04-23T11:45:14.000Z
"4/23/2022, 6:48:14 AM",3.655,70.3,82.2,8,2022-04-23T11:48:14.000Z
"4/23/2022, 6:51:14 AM",3.655,70.3,82.2,9,2022-04-23T11:51:14.000Z
"4/23/2022, 6:54:14 AM",3.655,70.5,82.2,8,2022-04-23T11:54:14.000Z
"4/23/2022, 6:57:14 AM",3.655,70.7,82.3,8,2022-04-23T11:57:14.000Z
"4/23/2022, 7:00:14 AM",3.655,70.7,82.3,8,2022-04-23T12:00:14.000Z
"4/23/2022, 7:03:14 AM",3.655,70.7,82.3,8,2022-04-23T12:03:14.000Z
"4/23/2022, 7:06:14 AM",3.655,70.9,82.4,8,2022-04-23T12:06:14.000Z
"4/23/2022, 7:09:14 AM",3.655,71.1,82.4,8,2022-04-23T12:09:14.000Z
"4/23/2022, 7:12:14 AM",3.655,71.2,82.4,9,2022-04-23T12:12:14.000Z
"4/23/2022, 7:15:14 AM",3.655,71.4,82.4,9,2022-04-23T12:15:14.000Z
"4/23/2022, 7:18:14 AM",3.654,71.6,82.5,9,2022-04-23T12:18:14.000Z
"4/23/2022, 7:21:14 AM",3.655,71.8,82.5,9,2022-04-23T12:21:14.000Z
"4/23/2022, 7:24:14 AM",3.655,72.1,82.5,9,2022-04-23T12:24:14.000Z
"4/23/2022, 7:27:14 AM",3.655,72.3,82.5,9,2022-04-23T12:27:14.000Z
"4/23/2022, 7:30:14 AM",3.655,72.3,82.5,9,2022-04-23T12:30:14.000Z
"4/23/2022, 7:33:14 AM",3.654,72.7,82.6,10,2022-04-23T12:33:14.000Z
"4/23/2022, 7:36:14 AM",3.654,72.9,82.6,10,2022-04-23T12:36:14.000Z
"4/23/2022, 7:39:14 AM",3.655,73,82.7,10,2022-04-23T12:39:14.000Z
"4/23/2022, 7:42:14 AM",3.655,73.4,82.7,10,2022-04-23T12:42:14.000Z
"4/23/2022, 7:45:14 AM",3.654,73.6,82.7,10,2022-04-23T12:45:14.000Z
"4/23/2022, 7:48:14 AM",3.655,73.8,82.7,10,2022-04-23T12:48:14.000Z
"4/23/2022, 7:51:14 AM",3.654,73.9,82.8,11,2022-04-23T12:51:14.000Z
"4/23/2022, 7:54:14 AM",3.654,74.3,82.8,10,2022-04-23T12:54:14.000Z
"4/23/2022, 7:57:14 AM",3.654,74.5,82.8,11,2022-04-23T12:57:14.000Z
"4/23/2022, 8:00:14 AM",3.654,74.7,82.8,11,2022-04-23T13:00:14.000Z
"4/23/2022, 8:03:14 AM",3.654,74.8,82.9,11,2022-04-23T13:03:14.000Z
"4/23/2022, 8:06:14 AM",3.654,75.2,82.9,11,2022-04-23T13:06:14.000Z
"4/23/2022, 8:09:14 AM",3.654,75.4,82.9,12,2022-04-23T13:09:14.000Z
"4/23/2022, 8:12:14 AM",3.654,75.7,83,12,2022-04-23T13:12:14.000Z
"4/23/2022, 8:15:14 AM",3.654,75.9,83,12,2022-04-23T13:15:14.000Z
"4/23/2022, 8:18:14 AM",3.654,76.1,83,13,2022-04-23T13:18:14.000Z
"4/23/2022, 8:21:14 AM",3.654,76.3,83.1,13,2022-04-23T13:21:14.000Z
"4/23/2022, 8:24:14 AM",3.654,76.6,83.1,13,2022-04-23T13:24:14.000Z
"4/23/2022, 8:27:14 AM",3.654,76.8,83.2,13,2022-04-23T13:27:14.000Z
"4/23/2022, 8:30:14 AM",3.654,77,83.2,13,2022-04-23T13:30:14.000Z
"4/23/2022, 8:33:14 AM",3.654,77.4,83.3,13,2022-04-23T13:33:14.000Z
"4/23/2022, 8:36:14 AM",3.654,77.7,83.3,13,2022-04-23T13:36:14.000Z
"4/23/2022, 8:39:14 AM",3.654,77.9,83.3,13,2022-04-23T13:39:14.000Z
"4/23/2022, 8:42:14 AM",3.654,78.3,83.3,14,2022-04-23T13:42:14.000Z
"4/23/2022, 8:45:14 AM",3.653,78.6,83.4,14,2022-04-23T13:45:14.000Z
"4/23/2022, 8:48:14 AM",3.654,78.8,83.4,14,2022-04-23T13:48:14.000Z
"4/23/2022, 8:51:14 AM",3.653,78.8,83.4,13,2022-04-23T13:51:14.000Z
"4/23/2022, 8:54:14 AM",3.654,79,83.4,13,2022-04-23T13:54:14.000Z
"4/23/2022, 8:57:14 AM",3.654,79,83.4,13,2022-04-23T13:57:14.000Z
"4/23/2022, 9:00:14 AM",3.654,79,83.5,14,2022-04-23T14:00:14.000Z
"4/23/2022, 9:03:14 AM",3.654,79,83.5,13,2022-04-23T14:03:14.000Z
"4/23/2022, 9:06:14 AM",3.654,79.2,83.6,13,2022-04-23T14:06:14.000Z
"4/23/2022, 9:09:14 AM",3.653,79.2,83.6,13,2022-04-23T14:09:14.000Z
"4/23/2022, 9:12:14 AM",3.654,79.2,83.6,13,2022-04-23T14:12:14.000Z
"4/23/2022, 9:15:14 AM",3.654,79.3,83.7,14,2022-04-23T14:15:14.000Z
"4/23/2022, 9:18:14 AM",3.654,79.5,83.7,14,2022-04-23T14:18:14.000Z
"4/23/2022, 9:21:14 AM",3.654,79.5,83.8,14,2022-04-23T14:21:14.000Z
"4/23/2022, 9:24:14 AM",3.654,79.7,83.8,14,2022-04-23T14:24:14.000Z
"4/23/2022, 9:27:14 AM",3.654,79.9,83.8,15,2022-04-23T14:27:14.000Z
"4/23/2022, 9:30:14 AM",3.654,80.1,83.9,15,2022-04-23T14:30:14.000Z
"4/23/2022, 9:33:14 AM",3.654,80.1,83.9,16,2022-04-23T14:33:14.000Z
"4/23/2022, 9:36:14 AM",3.654,80.1,83.9,15,2022-04-23T14:36:14.000Z
"4/23/2022, 9:39:14 AM",3.654,80.2,83.9,16,2022-04-23T14:39:14.000Z
"4/23/2022, 9:42:14 AM",3.654,80.2,84,16,2022-04-23T14:42:14.000Z
"4/23/2022, 9:45:14 AM",3.654,80.2,84,16,2022-04-23T14:45:14.000Z
"4/23/2022, 9:48:14 AM",3.654,80.2,84.1,15,2022-04-23T14:48:14.000Z
"4/23/2022, 9:51:14 AM",3.654,80.2,84.1,16,2022-04-23T14:51:14.000Z
"4/23/2022, 9:54:14 AM",3.654,80.2,84.1,16,2022-04-23T14:54:14.000Z
"4/23/2022, 9:57:14 AM",3.654,80.4,84.2,16,2022-04-23T14:57:14.000Z
"4/23/2022, 10:00:14 AM",3.654,80.6,84.2,16,2022-04-23T15:00:14.000Z
"4/23/2022, 10:03:14 AM",3.654,80.6,84.3,16,2022-04-23T15:03:14.000Z
"4/23/2022, 10:06:14 AM",3.654,80.8,84.3,16,2022-04-23T15:06:14.000Z
"4/23/2022, 10:09:14 AM",3.654,81,84.3,16,2022-04-23T15:09:14.000Z
"4/23/2022, 10:12:14 AM",3.655,81,84.3,17,2022-04-23T15:12:14.000Z
"4/23/2022, 10:15:14 AM",3.655,81,84.4,17,2022-04-23T15:15:14.000Z
"4/23/2022, 10:18:14 AM",3.654,81,84.4,17,2022-04-23T15:18:14.000Z
"4/23/2022, 10:21:14 AM",3.654,81.1,84.4,17,2022-04-23T15:21:14.000Z
"4/23/2022, 10:24:14 AM",3.654,81.1,84.5,18,2022-04-23T15:24:14.000Z
"4/23/2022, 10:27:14 AM",3.654,81.1,84.5,17,2022-04-23T15:27:14.000Z
"4/23/2022, 10:30:14 AM",3.654,81.1,84.6,17,2022-04-23T15:30:14.000Z
