Instrument:,NH3-211205141,,,,
Name:,Biosolids Dewatering,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM.acrudata",,,,
Session ID:,31028,,,,
Session 1st Title:,"NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM",,,,
Session Start:,"5/19/2022, 12:42:12 PM",,,,
Session End:,"5/31/2022, 7:12:12 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"5/28/2022, 12:09:12 PM",3.659,82.9,97,16,2022-05-28T17:09:12.000Z
"5/28/2022, 12:12:12 PM",3.658,83.1,97.1,17,2022-05-28T17:12:12.000Z
"5/28/2022, 12:15:12 PM",3.659,83.3,97.1,19,2022-05-28T17:15:12.000Z
"5/28/2022, 12:18:12 PM",3.658,83.5,97.1,21,2022-05-28T17:18:12.000Z
"5/28/2022, 12:21:12 PM",3.658,83.7,97.1,21,2022-05-28T17:21:12.000Z
"5/28/2022, 12:24:12 PM",3.658,84,97.1,18,2022-05-28T17:24:12.000Z
"5/28/2022, 12:27:12 PM",3.658,84.2,97.1,16,2022-05-28T17:27:12.000Z
"5/28/2022, 12:30:12 PM",3.658,84.6,97.1,17,2022-05-28T17:30:12.000Z
"5/28/2022, 12:33:12 PM",3.658,84.7,97.1,15,2022-05-28T17:33:12.000Z
"5/28/2022, 12:36:12 PM",3.658,84.9,97.1,14,2022-05-28T17:36:12.000Z
"5/28/2022, 12:39:12 PM",3.658,85.1,97,13,2022-05-28T17:39:12.000Z
"5/28/2022, 12:42:12 PM",3.658,85.3,97.1,14,2022-05-28T17:42:12.000Z
"5/28/2022, 12:45:12 PM",3.658,85.3,97.1,12,2022-05-28T17:45:12.000Z
"5/28/2022, 12:48:12 PM",3.658,85.5,97,13,2022-05-28T17:48:12.000Z
"5/28/2022, 12:51:12 PM",3.658,85.5,97.1,13,2022-05-28T17:51:12.000Z
"5/28/2022, 12:54:12 PM",3.658,85.5,97,14,2022-05-28T17:54:12.000Z
"5/28/2022, 12:57:12 PM",3.658,85.6,97,15,2022-05-28T17:57:12.000Z
"5/28/2022, 1:00:12 PM",3.658,85.6,97,17,2022-05-28T18:00:12.000Z
"5/28/2022, 1:03:12 PM",3.658,85.6,97,20,2022-05-28T18:03:12.000Z
"5/28/2022, 1:06:12 PM",3.658,85.8,97.1,20,2022-05-28T18:06:12.000Z
"5/28/2022, 1:09:12 PM",3.658,86,97.1,19,2022-05-28T18:09:12.000Z
"5/28/2022, 1:12:12 PM",3.658,86,97.1,20,2022-05-28T18:12:12.000Z
"5/28/2022, 1:15:12 PM",3.658,86.2,97,20,2022-05-28T18:15:12.000Z
"5/28/2022, 1:18:12 PM",3.658,86.5,97,18,2022-05-28T18:18:12.000Z
"5/28/2022, 1:21:12 PM",3.658,86.5,97,16,2022-05-28T18:21:12.000Z
"5/28/2022, 1:24:12 PM",3.658,86.7,97.1,16,2022-05-28T18:24:12.000Z
"5/28/2022, 1:27:12 PM",3.658,86.9,97.1,14,2022-05-28T18:27:12.000Z
"5/28/2022, 1:30:12 PM",3.658,86.9,97,13,2022-05-28T18:30:12.000Z
"5/28/2022, 1:33:12 PM",3.658,87.1,97.1,12,2022-05-28T18:33:12.000Z
"5/28/2022, 1:36:12 PM",3.658,87.1,97.1,11,2022-05-28T18:36:12.000Z
"5/28/2022, 1:39:12 PM",3.658,87.1,97,11,2022-05-28T18:39:12.000Z
"5/28/2022, 1:42:12 PM",3.658,87.3,97,14,2022-05-28T18:42:12.000Z
"5/28/2022, 1:45:12 PM",3.658,87.3,97,13,2022-05-28T18:45:12.000Z
"5/28/2022, 1:48:12 PM",3.658,87.3,97,13,2022-05-28T18:48:12.000Z
"5/28/2022, 1:51:12 PM",3.658,87.3,97,12,2022-05-28T18:51:12.000Z
"5/28/2022, 1:54:12 PM",3.658,87.3,97,12,2022-05-28T18:54:12.000Z
"5/28/2022, 1:57:12 PM",3.657,87.4,97,12,2022-05-28T18:57:12.000Z
"5/28/2022, 2:00:12 PM",3.658,87.4,97,12,2022-05-28T19:00:12.000Z
"5/28/2022, 2:03:12 PM",3.658,87.4,96.9,11,2022-05-28T19:03:12.000Z
"5/28/2022, 2:06:12 PM",3.658,87.4,96.9,11,2022-05-28T19:06:12.000Z
"5/28/2022, 2:09:12 PM",3.658,87.4,96.9,10,2022-05-28T19:09:12.000Z
"5/28/2022, 2:12:12 PM",3.658,87.4,96.9,11,2022-05-28T19:12:12.000Z
"5/28/2022, 2:15:12 PM",3.658,87.4,96.9,12,2022-05-28T19:15:12.000Z
"5/28/2022, 2:18:12 PM",3.658,87.6,96.9,12,2022-05-28T19:18:12.000Z
"5/28/2022, 2:21:12 PM",3.658,87.6,96.9,14,2022-05-28T19:21:12.000Z
"5/28/2022, 2:24:12 PM",3.657,87.6,96.9,12,2022-05-28T19:24:12.000Z
"5/28/2022, 2:27:12 PM",3.657,87.8,96.9,12,2022-05-28T19:27:12.000Z
"5/28/2022, 2:30:12 PM",3.658,87.8,96.9,12,2022-05-28T19:30:12.000Z
"5/28/2022, 2:33:12 PM",3.658,87.8,96.9,12,2022-05-28T19:33:12.000Z
"5/28/2022, 2:36:12 PM",3.658,87.8,96.9,13,2022-05-28T19:36:12.000Z
"5/28/2022, 2:39:12 PM",3.658,87.8,96.9,11,2022-05-28T19:39:12.000Z
"5/28/2022, 2:42:12 PM",3.658,87.8,96.9,12,2022-05-28T19:42:12.000Z
"5/28/2022, 2:45:12 PM",3.658,87.6,96.8,11,2022-05-28T19:45:12.000Z
"5/28/2022, 2:48:12 PM",3.658,87.6,96.8,9,2022-05-28T19:48:12.000Z
"5/28/2022, 2:51:12 PM",3.657,87.4,96.8,10,2022-05-28T19:51:12.000Z
"5/28/2022, 2:54:12 PM",3.658,87.4,96.8,11,2022-05-28T19:54:12.000Z
"5/28/2022, 2:57:12 PM",3.658,87.4,96.8,10,2022-05-28T19:57:12.000Z
"5/28/2022, 3:00:12 PM",3.658,87.3,96.8,10,2022-05-28T20:00:12.000Z
"5/28/2022, 3:03:12 PM",3.658,87.3,96.8,9,2022-05-28T20:03:12.000Z
"5/28/2022, 3:06:12 PM",3.658,87.3,96.7,9,2022-05-28T20:06:12.000Z
"5/28/2022, 3:09:12 PM",3.658,87.3,96.7,9,2022-05-28T20:09:12.000Z
"5/28/2022, 3:12:12 PM",3.658,87.1,96.7,8,2022-05-28T20:12:12.000Z
"5/28/2022, 3:15:12 PM",3.658,87.1,96.7,11,2022-05-28T20:15:12.000Z
"5/28/2022, 3:18:12 PM",3.658,87.3,96.7,11,2022-05-28T20:18:12.000Z
"5/28/2022, 3:21:12 PM",3.658,87.3,96.6,11,2022-05-28T20:21:12.000Z
"5/28/2022, 3:24:12 PM",3.659,87.3,96.6,10,2022-05-28T20:24:12.000Z
"5/28/2022, 3:27:12 PM",3.658,87.3,96.6,10,2022-05-28T20:27:12.000Z
"5/28/2022, 3:30:12 PM",3.658,87.4,96.6,11,2022-05-28T20:30:12.000Z
"5/28/2022, 3:33:12 PM",3.658,87.4,96.5,11,2022-05-28T20:33:12.000Z
"5/28/2022, 3:36:12 PM",3.658,87.4,96.5,11,2022-05-28T20:36:12.000Z
"5/28/2022, 3:39:12 PM",3.658,87.4,96.5,12,2022-05-28T20:39:12.000Z
"5/28/2022, 3:42:12 PM",3.658,87.6,96.5,10,2022-05-28T20:42:12.000Z
"5/28/2022, 3:45:12 PM",3.658,87.6,96.5,11,2022-05-28T20:45:12.000Z
"5/28/2022, 3:48:12 PM",3.658,87.6,96.5,12,2022-05-28T20:48:12.000Z
"5/28/2022, 3:51:12 PM",3.658,87.4,96.4,10,2022-05-28T20:51:12.000Z
"5/28/2022, 3:54:12 PM",3.658,87.4,96.4,12,2022-05-28T20:54:12.000Z
"5/28/2022, 3:57:12 PM",3.658,87.4,96.4,12,2022-05-28T20:57:12.000Z
"5/28/2022, 4:00:12 PM",3.658,87.4,96.4,12,2022-05-28T21:00:12.000Z
"5/28/2022, 4:03:12 PM",3.658,87.4,96.4,11,2022-05-28T21:03:12.000Z
"5/28/2022, 4:06:12 PM",3.658,87.3,96.4,12,2022-05-28T21:06:12.000Z
"5/28/2022, 4:09:12 PM",3.659,87.3,96.4,14,2022-05-28T21:09:12.000Z
"5/28/2022, 4:12:12 PM",3.658,87.3,96.3,15,2022-05-28T21:12:12.000Z
"5/28/2022, 4:15:12 PM",3.659,87.3,96.3,13,2022-05-28T21:15:12.000Z
"5/28/2022, 4:18:12 PM",3.658,87.3,96.2,12,2022-05-28T21:18:12.000Z
"5/28/2022, 4:21:12 PM",3.659,87.4,96.2,11,2022-05-28T21:21:12.000Z
"5/28/2022, 4:24:12 PM",3.658,87.4,96.2,12,2022-05-28T21:24:12.000Z
"5/28/2022, 4:27:12 PM",3.658,87.4,96.2,11,2022-05-28T21:27:12.000Z
"5/28/2022, 4:30:12 PM",3.658,87.4,96.1,10,2022-05-28T21:30:12.000Z
"5/28/2022, 4:33:12 PM",3.658,87.4,96.1,10,2022-05-28T21:33:12.000Z
"5/28/2022, 4:36:12 PM",3.658,87.3,96.1,9,2022-05-28T21:36:12.000Z
"5/28/2022, 4:39:12 PM",3.658,87.3,96.1,10,2022-05-28T21:39:12.000Z
"5/28/2022, 4:42:12 PM",3.658,87.3,95.9,9,2022-05-28T21:42:12.000Z
"5/28/2022, 4:45:12 PM",3.658,87.3,95.9,9,2022-05-28T21:45:12.000Z
"5/28/2022, 4:48:12 PM",3.659,87.3,95.9,11,2022-05-28T21:48:12.000Z
"5/28/2022, 4:51:12 PM",3.658,87.3,95.9,10,2022-05-28T21:51:12.000Z
"5/28/2022, 4:54:12 PM",3.658,87.3,95.9,9,2022-05-28T21:54:12.000Z
"5/28/2022, 4:57:12 PM",3.658,87.4,95.9,8,2022-05-28T21:57:12.000Z
"5/28/2022, 5:00:12 PM",3.658,87.4,95.8,10,2022-05-28T22:00:12.000Z
"5/28/2022, 5:03:12 PM",3.658,87.6,95.8,10,2022-05-28T22:03:12.000Z
"5/28/2022, 5:06:12 PM",3.658,87.6,95.8,9,2022-05-28T22:06:12.000Z
"5/28/2022, 5:09:12 PM",3.658,87.8,95.7,8,2022-05-28T22:09:12.000Z
"5/28/2022, 5:12:12 PM",3.658,88,95.7,9,2022-05-28T22:12:12.000Z
"5/28/2022, 5:15:12 PM",3.658,88,95.6,9,2022-05-28T22:15:12.000Z
"5/28/2022, 5:18:12 PM",3.658,88.2,95.6,9,2022-05-28T22:18:12.000Z
"5/28/2022, 5:21:12 PM",3.658,88.2,95.5,9,2022-05-28T22:21:12.000Z
"5/28/2022, 5:24:12 PM",3.658,88.2,95.5,10,2022-05-28T22:24:12.000Z
"5/28/2022, 5:27:12 PM",3.658,88.3,95.5,9,2022-05-28T22:27:12.000Z
"5/28/2022, 5:30:12 PM",3.658,88.3,95.5,8,2022-05-28T22:30:12.000Z
"5/28/2022, 5:33:12 PM",3.658,88.3,95.5,10,2022-05-28T22:33:12.000Z
"5/28/2022, 5:36:12 PM",3.658,88.3,95.4,9,2022-05-28T22:36:12.000Z
"5/28/2022, 5:39:12 PM",3.658,88.5,95.4,9,2022-05-28T22:39:12.000Z
"5/28/2022, 5:42:12 PM",3.658,88.5,95.4,9,2022-05-28T22:42:12.000Z
"5/28/2022, 5:45:12 PM",3.658,88.5,95.4,9,2022-05-28T22:45:12.000Z
"5/28/2022, 5:48:12 PM",3.658,88.3,95.3,9,2022-05-28T22:48:12.000Z
"5/28/2022, 5:51:12 PM",3.658,88.3,95.3,8,2022-05-28T22:51:12.000Z
"5/28/2022, 5:54:12 PM",3.658,88.3,95.3,9,2022-05-28T22:54:12.000Z
"5/28/2022, 5:57:12 PM",3.658,88.3,95.3,9,2022-05-28T22:57:12.000Z
"5/28/2022, 6:00:12 PM",3.658,88.2,95.2,8,2022-05-28T23:00:12.000Z
"5/28/2022, 6:03:12 PM",3.658,88.2,95.2,10,2022-05-28T23:03:12.000Z
"5/28/2022, 6:06:12 PM",3.658,88.2,95.2,11,2022-05-28T23:06:12.000Z
"5/28/2022, 6:09:12 PM",3.658,88.2,95.2,13,2022-05-28T23:09:12.000Z
"5/28/2022, 6:12:12 PM",3.658,88,95.2,14,2022-05-28T23:12:12.000Z
"5/28/2022, 6:15:12 PM",3.658,88,95.1,17,2022-05-28T23:15:12.000Z
"5/28/2022, 6:18:12 PM",3.658,87.8,95.1,15,2022-05-28T23:18:12.000Z
"5/28/2022, 6:21:12 PM",3.658,87.8,95.1,17,2022-05-28T23:21:12.000Z
"5/28/2022, 6:24:12 PM",3.658,87.6,95.1,15,2022-05-28T23:24:12.000Z
"5/28/2022, 6:27:12 PM",3.658,87.6,95.1,13,2022-05-28T23:27:12.000Z
"5/28/2022, 6:30:12 PM",3.658,87.4,95.1,11,2022-05-28T23:30:12.000Z
"5/28/2022, 6:33:12 PM",3.658,87.4,95.1,11,2022-05-28T23:33:12.000Z
"5/28/2022, 6:36:12 PM",3.658,87.3,95,11,2022-05-28T23:36:12.000Z
"5/28/2022, 6:39:12 PM",3.659,87.1,95,10,2022-05-28T23:39:12.000Z
"5/28/2022, 6:42:12 PM",3.658,86.9,95,11,2022-05-28T23:42:12.000Z
"5/28/2022, 6:45:12 PM",3.659,86.7,95,11,2022-05-28T23:45:12.000Z
"5/28/2022, 6:48:12 PM",3.659,86.7,94.9,11,2022-05-28T23:48:12.000Z
"5/28/2022, 6:51:12 PM",3.659,86.5,94.9,11,2022-05-28T23:51:12.000Z
"5/28/2022, 6:54:12 PM",3.658,86.4,94.9,11,2022-05-28T23:54:12.000Z
"5/28/2022, 6:57:12 PM",3.659,86.2,94.9,11,2022-05-28T23:57:12.000Z
"5/28/2022, 7:00:12 PM",3.659,86,94.9,11,2022-05-29T00:00:12.000Z
"5/28/2022, 7:03:12 PM",3.659,85.8,94.8,11,2022-05-29T00:03:12.000Z
"5/28/2022, 7:06:12 PM",3.659,85.6,94.8,10,2022-05-29T00:06:12.000Z
"5/28/2022, 7:09:12 PM",3.659,85.6,94.8,10,2022-05-29T00:09:12.000Z
"5/28/2022, 7:12:12 PM",3.659,85.3,94.7,10,2022-05-29T00:12:12.000Z
"5/28/2022, 7:15:12 PM",3.659,85.1,94.6,10,2022-05-29T00:15:12.000Z
"5/28/2022, 7:18:12 PM",3.659,84.9,94.6,10,2022-05-29T00:18:12.000Z
"5/28/2022, 7:21:12 PM",3.659,84.7,94.6,9,2022-05-29T00:21:12.000Z
"5/28/2022, 7:24:12 PM",3.659,84.6,94.6,9,2022-05-29T00:24:12.000Z
"5/28/2022, 7:27:12 PM",3.659,84.4,94.5,9,2022-05-29T00:27:12.000Z
"5/28/2022, 7:30:12 PM",3.659,84.2,94.4,9,2022-05-29T00:30:12.000Z
"5/28/2022, 7:33:12 PM",3.66,84,94.4,8,2022-05-29T00:33:12.000Z
"5/28/2022, 7:36:12 PM",3.66,83.7,94.4,8,2022-05-29T00:36:12.000Z
"5/28/2022, 7:39:12 PM",3.66,83.5,94.4,8,2022-05-29T00:39:12.000Z
"5/28/2022, 7:42:12 PM",3.66,83.3,94.3,8,2022-05-29T00:42:12.000Z
"5/28/2022, 7:45:12 PM",3.66,82.9,94.3,8,2022-05-29T00:45:12.000Z
"5/28/2022, 7:48:12 PM",3.66,82.8,94.3,8,2022-05-29T00:48:12.000Z
"5/28/2022, 7:51:12 PM",3.66,82.6,94.2,8,2022-05-29T00:51:12.000Z
"5/28/2022, 7:54:12 PM",3.66,82.4,94.2,8,2022-05-29T00:54:12.000Z
"5/28/2022, 7:57:12 PM",3.66,82.2,94.2,8,2022-05-29T00:57:12.000Z
"5/28/2022, 8:00:12 PM",3.66,82,94.1,8,2022-05-29T01:00:12.000Z
"5/28/2022, 8:03:12 PM",3.66,81.9,94.1,9,2022-05-29T01:03:12.000Z
"5/28/2022, 8:06:12 PM",3.66,81.5,94.1,9,2022-05-29T01:06:12.000Z
"5/28/2022, 8:09:12 PM",3.66,81.5,94,9,2022-05-29T01:09:12.000Z
"5/28/2022, 8:12:12 PM",3.661,81.3,94,9,2022-05-29T01:12:12.000Z
"5/28/2022, 8:15:12 PM",3.66,81.1,94,10,2022-05-29T01:15:12.000Z
"5/28/2022, 8:18:12 PM",3.66,81,94,10,2022-05-29T01:18:12.000Z
"5/28/2022, 8:21:12 PM",3.66,81,94,10,2022-05-29T01:21:12.000Z
"5/28/2022, 8:24:12 PM",3.66,80.8,94.1,10,2022-05-29T01:24:12.000Z
"5/28/2022, 8:27:12 PM",3.66,80.8,94,10,2022-05-29T01:27:12.000Z
"5/28/2022, 8:30:12 PM",3.66,80.6,94,10,2022-05-29T01:30:12.000Z
"5/28/2022, 8:33:12 PM",3.66,80.6,94,10,2022-05-29T01:33:12.000Z
"5/28/2022, 8:36:12 PM",3.661,80.6,94.1,10,2022-05-29T01:36:12.000Z
"5/28/2022, 8:39:12 PM",3.661,80.4,94,10,2022-05-29T01:39:12.000Z
"5/28/2022, 8:42:12 PM",3.66,80.4,94,10,2022-05-29T01:42:12.000Z
"5/28/2022, 8:45:12 PM",3.66,80.2,94.1,10,2022-05-29T01:45:12.000Z
"5/28/2022, 8:48:12 PM",3.66,80.2,94.1,10,2022-05-29T01:48:12.000Z
"5/28/2022, 8:51:12 PM",3.66,80.2,94.1,10,2022-05-29T01:51:12.000Z
"5/28/2022, 8:54:12 PM",3.661,80.2,94,10,2022-05-29T01:54:12.000Z
"5/28/2022, 8:57:12 PM",3.66,80.1,94.1,10,2022-05-29T01:57:12.000Z
"5/28/2022, 9:00:12 PM",3.66,80.1,94.1,11,2022-05-29T02:00:12.000Z
"5/28/2022, 9:03:12 PM",3.66,80.1,94.1,11,2022-05-29T02:03:12.000Z
"5/28/2022, 9:06:12 PM",3.66,80.1,94.1,10,2022-05-29T02:06:12.000Z
"5/28/2022, 9:09:12 PM",3.66,79.9,94.1,10,2022-05-29T02:09:12.000Z
"5/28/2022, 9:12:12 PM",3.66,79.9,94.2,11,2022-05-29T02:12:12.000Z
"5/28/2022, 9:15:12 PM",3.66,79.9,94.1,10,2022-05-29T02:15:12.000Z
"5/28/2022, 9:18:12 PM",3.66,79.9,94.1,11,2022-05-29T02:18:12.000Z
"5/28/2022, 9:21:12 PM",3.66,79.7,94.1,10,2022-05-29T02:21:12.000Z
"5/28/2022, 9:24:12 PM",3.661,79.7,94.2,10,2022-05-29T02:24:12.000Z
"5/28/2022, 9:27:12 PM",3.66,79.7,94.2,10,2022-05-29T02:27:12.000Z
"5/28/2022, 9:30:12 PM",3.66,79.7,94.2,10,2022-05-29T02:30:12.000Z
"5/28/2022, 9:33:12 PM",3.66,79.7,94.2,10,2022-05-29T02:33:12.000Z
"5/28/2022, 9:36:12 PM",3.66,79.7,94.2,11,2022-05-29T02:36:12.000Z
"5/28/2022, 9:39:12 PM",3.66,79.5,94.2,11,2022-05-29T02:39:12.000Z
"5/28/2022, 9:42:12 PM",3.66,79.5,94.2,11,2022-05-29T02:42:12.000Z
"5/28/2022, 9:45:12 PM",3.66,79.5,94.2,11,2022-05-29T02:45:12.000Z
"5/28/2022, 9:48:12 PM",3.66,79.5,94.2,11,2022-05-29T02:48:12.000Z
"5/28/2022, 9:51:12 PM",3.66,79.5,94.2,11,2022-05-29T02:51:12.000Z
"5/28/2022, 9:54:12 PM",3.66,79.5,94.2,11,2022-05-29T02:54:12.000Z
"5/28/2022, 9:57:12 PM",3.66,79.5,94.2,11,2022-05-29T02:57:12.000Z
"5/28/2022, 10:00:12 PM",3.66,79.5,94.2,11,2022-05-29T03:00:12.000Z
"5/28/2022, 10:03:12 PM",3.66,79.5,94.2,11,2022-05-29T03:03:12.000Z
"5/28/2022, 10:06:12 PM",3.66,79.5,94.3,11,2022-05-29T03:06:12.000Z
"5/28/2022, 10:09:12 PM",3.66,79.5,94.3,11,2022-05-29T03:09:12.000Z
"5/28/2022, 10:12:12 PM",3.66,79.3,94.3,11,2022-05-29T03:12:12.000Z
"5/28/2022, 10:15:12 PM",3.66,79.3,94.3,11,2022-05-29T03:15:12.000Z
"5/28/2022, 10:18:12 PM",3.66,79.3,94.3,11,2022-05-29T03:18:12.000Z
"5/28/2022, 10:21:12 PM",3.66,79.3,94.3,11,2022-05-29T03:21:12.000Z
"5/28/2022, 10:24:12 PM",3.66,79.3,94.3,10,2022-05-29T03:24:12.000Z
"5/28/2022, 10:27:12 PM",3.66,79.3,94.3,11,2022-05-29T03:27:12.000Z
"5/28/2022, 10:30:12 PM",3.66,79.2,94.3,11,2022-05-29T03:30:12.000Z
"5/28/2022, 10:33:12 PM",3.66,79.2,94.3,11,2022-05-29T03:33:12.000Z
"5/28/2022, 10:36:12 PM",3.66,79.2,94.3,11,2022-05-29T03:36:12.000Z
"5/28/2022, 10:39:12 PM",3.66,79.2,94.3,11,2022-05-29T03:39:12.000Z
"5/28/2022, 10:42:12 PM",3.66,79.2,94.3,11,2022-05-29T03:42:12.000Z
"5/28/2022, 10:45:12 PM",3.66,79.2,94.3,11,2022-05-29T03:45:12.000Z
"5/28/2022, 10:48:12 PM",3.66,79.2,94.4,11,2022-05-29T03:48:12.000Z
"5/28/2022, 10:51:12 PM",3.66,79,94.4,11,2022-05-29T03:51:12.000Z
"5/28/2022, 10:54:12 PM",3.66,79,94.4,11,2022-05-29T03:54:12.000Z
"5/28/2022, 10:57:12 PM",3.66,79,94.4,11,2022-05-29T03:57:12.000Z
"5/28/2022, 11:00:12 PM",3.66,79,94.4,11,2022-05-29T04:00:12.000Z
"5/28/2022, 11:03:12 PM",3.66,79,94.3,11,2022-05-29T04:03:12.000Z
"5/28/2022, 11:06:12 PM",3.66,79,94.4,11,2022-05-29T04:06:12.000Z
"5/28/2022, 11:09:12 PM",3.66,79,94.4,11,2022-05-29T04:09:12.000Z
"5/28/2022, 11:12:12 PM",3.66,79,94.4,11,2022-05-29T04:12:12.000Z
"5/28/2022, 11:15:12 PM",3.66,79,94.4,11,2022-05-29T04:15:12.000Z
"5/28/2022, 11:18:12 PM",3.66,79,94.4,11,2022-05-29T04:18:12.000Z
"5/28/2022, 11:21:12 PM",3.66,78.8,94.4,11,2022-05-29T04:21:12.000Z
"5/28/2022, 11:24:12 PM",3.66,78.8,94.4,11,2022-05-29T04:24:12.000Z
"5/28/2022, 11:27:12 PM",3.66,78.8,94.5,11,2022-05-29T04:27:12.000Z
"5/28/2022, 11:30:12 PM",3.66,78.8,94.5,11,2022-05-29T04:30:12.000Z
"5/28/2022, 11:33:12 PM",3.659,78.6,94.5,11,2022-05-29T04:33:12.000Z
"5/28/2022, 11:36:12 PM",3.66,78.6,94.5,11,2022-05-29T04:36:12.000Z
"5/28/2022, 11:39:12 PM",3.66,78.6,94.5,11,2022-05-29T04:39:12.000Z
"5/28/2022, 11:42:12 PM",3.66,78.6,94.5,10,2022-05-29T04:42:12.000Z
"5/28/2022, 11:45:12 PM",3.66,78.6,94.5,10,2022-05-29T04:45:12.000Z
"5/28/2022, 11:48:12 PM",3.66,78.6,94.5,10,2022-05-29T04:48:12.000Z
"5/28/2022, 11:51:12 PM",3.66,78.4,94.5,10,2022-05-29T04:51:12.000Z
"5/28/2022, 11:54:12 PM",3.66,78.4,94.5,10,2022-05-29T04:54:12.000Z
"5/28/2022, 11:57:12 PM",3.66,78.4,94.5,10,2022-05-29T04:57:12.000Z
"5/29/2022, 12:00:12 AM",3.66,78.4,94.5,10,2022-05-29T05:00:12.000Z
"5/29/2022, 12:03:12 AM",3.66,78.3,94.5,10,2022-05-29T05:03:12.000Z
"5/29/2022, 12:06:12 AM",3.659,78.3,94.5,10,2022-05-29T05:06:12.000Z
"5/29/2022, 12:09:12 AM",3.66,78.3,94.5,10,2022-05-29T05:09:12.000Z
"5/29/2022, 12:12:12 AM",3.66,78.3,94.5,10,2022-05-29T05:12:12.000Z
"5/29/2022, 12:15:12 AM",3.66,78.3,94.5,10,2022-05-29T05:15:12.000Z
"5/29/2022, 12:18:12 AM",3.66,78.3,94.5,10,2022-05-29T05:18:12.000Z
"5/29/2022, 12:21:12 AM",3.66,78.1,94.5,10,2022-05-29T05:21:12.000Z
"5/29/2022, 12:24:12 AM",3.66,78.1,94.5,10,2022-05-29T05:24:12.000Z
"5/29/2022, 12:27:12 AM",3.66,78.1,94.5,10,2022-05-29T05:27:12.000Z
"5/29/2022, 12:30:12 AM",3.66,78.1,94.5,10,2022-05-29T05:30:12.000Z
"5/29/2022, 12:33:12 AM",3.659,78.1,94.5,10,2022-05-29T05:33:12.000Z
"5/29/2022, 12:36:12 AM",3.66,77.9,94.5,10,2022-05-29T05:36:12.000Z
"5/29/2022, 12:39:12 AM",3.66,77.9,94.5,10,2022-05-29T05:39:12.000Z
"5/29/2022, 12:42:12 AM",3.66,77.9,94.5,10,2022-05-29T05:42:12.000Z
"5/29/2022, 12:45:12 AM",3.66,77.9,94.6,10,2022-05-29T05:45:12.000Z
"5/29/2022, 12:48:12 AM",3.66,77.9,94.6,10,2022-05-29T05:48:12.000Z
"5/29/2022, 12:51:12 AM",3.66,77.9,94.6,10,2022-05-29T05:51:12.000Z
"5/29/2022, 12:54:12 AM",3.66,77.9,94.6,10,2022-05-29T05:54:12.000Z
"5/29/2022, 12:57:12 AM",3.659,77.9,94.6,10,2022-05-29T05:57:12.000Z
"5/29/2022, 1:00:12 AM",3.66,77.9,94.6,10,2022-05-29T06:00:12.000Z
"5/29/2022, 1:03:12 AM",3.66,77.9,94.6,10,2022-05-29T06:03:12.000Z
"5/29/2022, 1:06:12 AM",3.66,77.9,94.6,10,2022-05-29T06:06:12.000Z
"5/29/2022, 1:09:12 AM",3.66,77.9,94.6,10,2022-05-29T06:09:12.000Z
"5/29/2022, 1:12:12 AM",3.66,77.9,94.6,10,2022-05-29T06:12:12.000Z
"5/29/2022, 1:15:12 AM",3.66,77.9,94.6,10,2022-05-29T06:15:12.000Z
"5/29/2022, 1:18:12 AM",3.659,77.9,94.6,10,2022-05-29T06:18:12.000Z
"5/29/2022, 1:21:12 AM",3.66,77.9,94.6,10,2022-05-29T06:21:12.000Z
"5/29/2022, 1:24:12 AM",3.659,77.9,94.6,10,2022-05-29T06:24:12.000Z
"5/29/2022, 1:27:12 AM",3.66,77.9,94.6,10,2022-05-29T06:27:12.000Z
"5/29/2022, 1:30:12 AM",3.66,77.9,94.6,10,2022-05-29T06:30:12.000Z
"5/29/2022, 1:33:12 AM",3.66,77.9,94.6,10,2022-05-29T06:33:12.000Z
"5/29/2022, 1:36:12 AM",3.659,77.9,94.6,10,2022-05-29T06:36:12.000Z
"5/29/2022, 1:39:12 AM",3.659,77.9,94.6,10,2022-05-29T06:39:12.000Z
"5/29/2022, 1:42:12 AM",3.66,77.9,94.6,10,2022-05-29T06:42:12.000Z
"5/29/2022, 1:45:12 AM",3.66,77.9,94.6,10,2022-05-29T06:45:12.000Z
"5/29/2022, 1:48:12 AM",3.659,77.9,94.6,10,2022-05-29T06:48:12.000Z
"5/29/2022, 1:51:12 AM",3.659,77.9,94.7,10,2022-05-29T06:51:12.000Z
"5/29/2022, 1:54:12 AM",3.66,77.9,94.7,10,2022-05-29T06:54:12.000Z
"5/29/2022, 1:57:12 AM",3.659,77.7,94.7,10,2022-05-29T06:57:12.000Z
"5/29/2022, 2:00:12 AM",3.659,77.7,94.7,10,2022-05-29T07:00:12.000Z
"5/29/2022, 2:03:12 AM",3.659,77.7,94.7,10,2022-05-29T07:03:12.000Z
"5/29/2022, 2:06:12 AM",3.66,77.7,94.7,10,2022-05-29T07:06:12.000Z
"5/29/2022, 2:09:12 AM",3.659,77.7,94.7,10,2022-05-29T07:09:12.000Z
