Instrument:,H2S-230807479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Zone Offset (Minutes):,-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orignal File Name:,F:\Pretreat\H2S Odalog Data\Acrulog Raw Data\phils 06-03 to 07-01.acrudata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session ID:,13921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session 1st Title:,phils 06-03 to 07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session Start:,"6/3/2024, 12:17:27 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session End:,"7/1/2024, 1:12:27 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Every 5 mins,,,,,,,,,Every 3 mins,,,,,,,,,,,,,,,,,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),H2S (PPM),ISO time,,,,NH3,,,,,,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:02:27 PM",3.67,95.7,86,0,2024-06-25T20:02:27.000Z,,,,"6/16/2024, 7:21:27 PM",3.666,104.2,94.9,6,2024-06-16T23:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:07:27 PM",3.669,96.4,85.9,0,2024-06-25T20:07:27.000Z,,,,"6/16/2024, 7:24:27 PM",3.666,103.6,94.8,7,2024-06-16T23:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:12:27 PM",3.669,97.3,85.5,0,2024-06-25T20:12:27.000Z,,,,"6/16/2024, 7:27:27 PM",3.666,103.3,94.8,7,2024-06-16T23:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:17:27 PM",3.669,98.1,85.1,0,2024-06-25T20:17:27.000Z,,,,"6/16/2024, 7:30:27 PM",3.666,102.9,94.7,7,2024-06-16T23:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:22:27 PM",3.669,98.6,84.7,0,2024-06-25T20:22:27.000Z,,,,"6/16/2024, 7:33:27 PM",3.667,102.6,94.7,7,2024-06-16T23:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:27:27 PM",3.668,98.8,84.2,0,2024-06-25T20:27:27.000Z,,,,"6/16/2024, 7:36:27 PM",3.667,102.2,94.6,7,2024-06-16T23:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:32:27 PM",3.669,98.6,83.7,0,2024-06-25T20:32:27.000Z,,,,"6/16/2024, 7:39:27 PM",3.666,101.8,94.5,8,2024-06-16T23:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:37:27 PM",3.668,99.5,83.3,0,2024-06-25T20:37:27.000Z,,,,"6/16/2024, 7:42:27 PM",3.667,101.5,94.5,6,2024-06-16T23:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:42:27 PM",3.668,100.6,82.9,0,2024-06-25T20:42:27.000Z,,,,"6/16/2024, 7:45:27 PM",3.667,101.1,94.4,8,2024-06-16T23:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:47:27 PM",3.668,101.1,82.3,0,2024-06-25T20:47:27.000Z,,,,"6/16/2024, 7:48:27 PM",3.667,100.8,94.4,9,2024-06-16T23:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:52:27 PM",3.668,100.9,81.7,0,2024-06-25T20:52:27.000Z,,,,"6/16/2024, 7:51:27 PM",3.667,100.2,94.3,9,2024-06-16T23:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 4:57:27 PM",3.667,101.3,81.1,0,2024-06-25T20:57:27.000Z,,,,"6/16/2024, 7:54:27 PM",3.667,99.9,94.3,10,2024-06-16T23:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:02:27 PM",3.668,101.3,80.5,0,2024-06-25T21:02:27.000Z,,,,"6/16/2024, 7:57:27 PM",3.667,99.5,94.2,8,2024-06-16T23:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:07:27 PM",3.668,101.5,80,0,2024-06-25T21:07:27.000Z,,,,"6/16/2024, 8:00:27 PM",3.667,99.1,94.1,8,2024-06-17T00:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:12:27 PM",3.668,101.8,79.6,0,2024-06-25T21:12:27.000Z,,,,"6/16/2024, 8:03:27 PM",3.667,98.8,94.1,8,2024-06-17T00:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:17:27 PM",3.667,102,79.1,0,2024-06-25T21:17:27.000Z,,,,"6/16/2024, 8:06:27 PM",3.668,98.4,94.1,8,2024-06-17T00:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:22:27 PM",3.668,102.4,78.6,0,2024-06-25T21:22:27.000Z,,,,"6/16/2024, 8:09:27 PM",3.668,98.1,94,8,2024-06-17T00:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:27:27 PM",3.667,102.6,78,0,2024-06-25T21:27:27.000Z,,,,"6/16/2024, 8:12:27 PM",3.668,97.7,94,8,2024-06-17T00:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:32:27 PM",3.667,102.7,77.5,0,2024-06-25T21:32:27.000Z,,,,"6/16/2024, 8:15:27 PM",3.668,97.3,94,7,2024-06-17T00:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:37:27 PM",3.667,102.9,76.9,0,2024-06-25T21:37:27.000Z,,,,"6/16/2024, 8:18:27 PM",3.669,97,93.9,7,2024-06-17T00:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:42:27 PM",3.667,103.3,76.4,0,2024-06-25T21:42:27.000Z,,,,"6/16/2024, 8:21:27 PM",3.668,96.6,93.9,6,2024-06-17T00:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:47:27 PM",3.667,103.6,75.9,0,2024-06-25T21:47:27.000Z,,,,"6/16/2024, 8:24:27 PM",3.669,96.3,93.8,6,2024-06-17T00:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:52:27 PM",3.667,103.6,75.5,0,2024-06-25T21:52:27.000Z,,,,"6/16/2024, 8:27:27 PM",3.669,95.9,93.8,6,2024-06-17T00:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 5:57:27 PM",3.667,103.8,75.1,0,2024-06-25T21:57:27.000Z,,,,"6/16/2024, 8:30:27 PM",3.669,95.5,93.8,6,2024-06-17T00:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:02:27 PM",3.667,103.8,74.6,0,2024-06-25T22:02:27.000Z,,,,"6/16/2024, 8:33:27 PM",3.669,95.2,93.7,6,2024-06-17T00:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:07:27 PM",3.667,104.4,74.3,0,2024-06-25T22:07:27.000Z,,,,"6/16/2024, 8:36:27 PM",3.669,95,93.7,6,2024-06-17T00:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:12:27 PM",3.667,104.5,73.9,0,2024-06-25T22:12:27.000Z,,,,"6/16/2024, 8:39:27 PM",3.669,94.6,93.7,6,2024-06-17T00:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:17:27 PM",3.667,104.2,73.5,0,2024-06-25T22:17:27.000Z,,,,"6/16/2024, 8:42:27 PM",3.669,94.3,93.6,7,2024-06-17T00:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:22:27 PM",3.667,103.3,73.3,0,2024-06-25T22:22:27.000Z,,,,"6/16/2024, 8:45:27 PM",3.669,93.9,93.6,7,2024-06-17T00:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:27:27 PM",3.667,102.2,73.1,0,2024-06-25T22:27:27.000Z,,,,"6/16/2024, 8:48:27 PM",3.669,93.6,93.6,8,2024-06-17T00:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:32:27 PM",3.667,100.8,73.1,0,2024-06-25T22:32:27.000Z,,,,"6/16/2024, 8:51:27 PM",3.67,93.2,93.5,7,2024-06-17T00:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:37:27 PM",3.667,99.3,73.2,0,2024-06-25T22:37:27.000Z,,,,"6/16/2024, 8:54:27 PM",3.67,92.8,93.4,7,2024-06-17T00:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:42:27 PM",3.667,98.2,73.4,0,2024-06-25T22:42:27.000Z,,,,"6/16/2024, 8:57:27 PM",3.67,92.5,93.4,7,2024-06-17T00:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:47:27 PM",3.668,97.2,73.8,0,2024-06-25T22:47:27.000Z,,,,"6/16/2024, 9:00:27 PM",3.67,92.1,93.4,7,2024-06-17T01:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:52:27 PM",3.668,96.4,74.2,0,2024-06-25T22:52:27.000Z,,,,"6/16/2024, 9:03:27 PM",3.67,91.8,93.3,7,2024-06-17T01:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 6:57:27 PM",3.668,95.7,74.7,0,2024-06-25T22:57:27.000Z,,,,"6/16/2024, 9:06:27 PM",3.67,91.4,93.3,7,2024-06-17T01:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:02:27 PM",3.668,95,75.1,0,2024-06-25T23:02:27.000Z,,,,"6/16/2024, 9:09:27 PM",3.67,91,93.3,7,2024-06-17T01:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:07:27 PM",3.669,94.5,75.6,0,2024-06-25T23:07:27.000Z,,,,"6/16/2024, 9:12:27 PM",3.67,90.7,93.3,7,2024-06-17T01:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:12:27 PM",3.669,93.9,76.1,0,2024-06-25T23:12:27.000Z,,,,"6/16/2024, 9:15:27 PM",3.67,90.5,93.2,7,2024-06-17T01:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:17:27 PM",3.669,93.6,76.6,0,2024-06-25T23:17:27.000Z,,,,"6/16/2024, 9:18:27 PM",3.67,90.1,93.2,7,2024-06-17T01:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:22:27 PM",3.669,93,77,0,2024-06-25T23:22:27.000Z,,,,"6/16/2024, 9:21:27 PM",3.67,89.8,93.2,7,2024-06-17T01:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:27:27 PM",3.669,92.7,77.4,0,2024-06-25T23:27:27.000Z,,,,"6/16/2024, 9:24:27 PM",3.671,89.6,93.1,7,2024-06-17T01:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:32:27 PM",3.669,92.1,77.8,0,2024-06-25T23:32:27.000Z,,,,"6/16/2024, 9:27:27 PM",3.671,89.2,93.1,7,2024-06-17T01:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:37:27 PM",3.67,91.8,78.2,0,2024-06-25T23:37:27.000Z,,,,"6/16/2024, 9:30:27 PM",3.671,88.9,93.1,7,2024-06-17T01:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:42:27 PM",3.669,91.4,78.6,0,2024-06-25T23:42:27.000Z,,,,"6/16/2024, 9:33:27 PM",3.671,88.9,93.1,7,2024-06-17T01:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:47:27 PM",3.669,91.2,78.9,0,2024-06-25T23:47:27.000Z,,,,"6/16/2024, 9:36:27 PM",3.671,88.5,93,7,2024-06-17T01:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:52:27 PM",3.67,90.9,79.3,0,2024-06-25T23:52:27.000Z,,,,"6/16/2024, 9:39:27 PM",3.671,88.3,93.1,7,2024-06-17T01:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 7:57:27 PM",3.67,90.7,79.6,0,2024-06-25T23:57:27.000Z,,,,"6/16/2024, 9:42:27 PM",3.672,88,93,7,2024-06-17T01:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:02:27 PM",3.67,90.3,79.9,0,2024-06-26T00:02:27.000Z,,,,"6/16/2024, 9:45:27 PM",3.671,87.8,93,6,2024-06-17T01:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:07:27 PM",3.67,90.1,80.2,0,2024-06-26T00:07:27.000Z,,,,"6/16/2024, 9:48:27 PM",3.672,87.4,93,7,2024-06-17T01:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:12:27 PM",3.67,90,80.5,0,2024-06-26T00:12:27.000Z,,,,"6/16/2024, 9:51:27 PM",3.672,87.3,92.9,7,2024-06-17T01:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:17:27 PM",3.67,89.6,80.7,0,2024-06-26T00:17:27.000Z,,,,"6/16/2024, 9:54:27 PM",3.671,87.1,92.9,6,2024-06-17T01:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:22:27 PM",3.67,89.4,81,0,2024-06-26T00:22:27.000Z,,,,"6/16/2024, 9:57:27 PM",3.671,86.9,92.9,7,2024-06-17T01:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:27:27 PM",3.67,89.2,81.2,0,2024-06-26T00:27:27.000Z,,,,"6/16/2024, 10:00:27 PM",3.672,86.7,92.8,6,2024-06-17T02:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:32:27 PM",3.67,89.1,81.5,0,2024-06-26T00:32:27.000Z,,,,"6/16/2024, 10:03:27 PM",3.672,86.5,92.9,7,2024-06-17T02:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:37:27 PM",3.67,88.7,81.7,0,2024-06-26T00:37:27.000Z,,,,"6/16/2024, 10:06:27 PM",3.672,86.4,92.8,6,2024-06-17T02:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:42:27 PM",3.67,88.5,81.9,0,2024-06-26T00:42:27.000Z,,,,"6/16/2024, 10:09:27 PM",3.672,86.2,92.8,6,2024-06-17T02:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:47:27 PM",3.671,88.3,82.1,0,2024-06-26T00:47:27.000Z,,,,"6/16/2024, 10:12:27 PM",3.672,85.8,92.8,6,2024-06-17T02:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:52:27 PM",3.671,88.2,82.3,0,2024-06-26T00:52:27.000Z,,,,"6/16/2024, 10:15:27 PM",3.672,85.8,92.8,7,2024-06-17T02:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 8:57:27 PM",3.67,88,82.5,0,2024-06-26T00:57:27.000Z,,,,"6/16/2024, 10:18:27 PM",3.672,85.6,92.8,6,2024-06-17T02:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:02:27 PM",3.671,88,82.7,0,2024-06-26T01:02:27.000Z,,,,"6/16/2024, 10:21:27 PM",3.672,85.6,92.8,7,2024-06-17T02:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:07:27 PM",3.671,87.6,82.9,0,2024-06-26T01:07:27.000Z,,,,"6/16/2024, 10:24:27 PM",3.672,85.5,92.8,7,2024-06-17T02:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:12:27 PM",3.671,87.6,83.1,0,2024-06-26T01:12:27.000Z,,,,"6/16/2024, 10:27:27 PM",3.672,85.3,92.8,6,2024-06-17T02:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:17:27 PM",3.671,87.3,83.3,0,2024-06-26T01:17:27.000Z,,,,"6/16/2024, 10:30:27 PM",3.672,85.3,92.8,7,2024-06-17T02:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:22:27 PM",3.671,87.3,83.4,0,2024-06-26T01:22:27.000Z,,,,"6/16/2024, 10:33:27 PM",3.672,85.3,92.8,7,2024-06-17T02:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:27:27 PM",3.672,86.9,83.6,0,2024-06-26T01:27:27.000Z,,,,"6/16/2024, 10:36:27 PM",3.672,85.1,92.8,7,2024-06-17T02:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:32:27 PM",3.671,86.7,83.7,0,2024-06-26T01:32:27.000Z,,,,"6/16/2024, 10:39:27 PM",3.672,85.1,92.8,7,2024-06-17T02:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:37:27 PM",3.671,86.4,83.9,0,2024-06-26T01:37:27.000Z,,,,"6/16/2024, 10:42:27 PM",3.672,85.1,92.8,7,2024-06-17T02:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:42:27 PM",3.671,86.2,84,0,2024-06-26T01:42:27.000Z,,,,"6/16/2024, 10:45:27 PM",3.672,84.9,92.8,7,2024-06-17T02:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:47:27 PM",3.671,85.8,84.2,0,2024-06-26T01:47:27.000Z,,,,"6/16/2024, 10:48:27 PM",3.672,84.9,92.8,8,2024-06-17T02:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:52:27 PM",3.671,85.6,84.3,0,2024-06-26T01:52:27.000Z,,,,"6/16/2024, 10:51:27 PM",3.672,84.9,92.9,8,2024-06-17T02:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 9:57:27 PM",3.671,85.5,84.4,0,2024-06-26T01:57:27.000Z,,,,"6/16/2024, 10:54:27 PM",3.673,84.9,92.9,9,2024-06-17T02:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:02:27 PM",3.671,85.3,84.6,0,2024-06-26T02:02:27.000Z,,,,"6/16/2024, 10:57:27 PM",3.672,85.1,92.9,10,2024-06-17T02:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:07:27 PM",3.671,85.1,84.7,0,2024-06-26T02:07:27.000Z,,,,"6/16/2024, 11:00:27 PM",3.673,85.1,92.9,10,2024-06-17T03:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:12:27 PM",3.671,84.9,84.8,0,2024-06-26T02:12:27.000Z,,,,"6/16/2024, 11:03:27 PM",3.672,85.1,92.9,10,2024-06-17T03:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:17:27 PM",3.671,84.7,84.9,0,2024-06-26T02:17:27.000Z,,,,"6/16/2024, 11:06:27 PM",3.672,85.1,92.9,10,2024-06-17T03:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:22:27 PM",3.672,84.7,85.1,0,2024-06-26T02:22:27.000Z,,,,"6/16/2024, 11:09:27 PM",3.673,85.1,92.9,10,2024-06-17T03:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:27:27 PM",3.672,84.6,85.2,0,2024-06-26T02:27:27.000Z,,,,"6/16/2024, 11:12:27 PM",3.672,85.1,93,10,2024-06-17T03:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:32:27 PM",3.672,84.4,85.3,0,2024-06-26T02:32:27.000Z,,,,"6/16/2024, 11:15:27 PM",3.672,85.1,93,10,2024-06-17T03:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:37:27 PM",3.672,84.2,85.5,0,2024-06-26T02:37:27.000Z,,,,"6/16/2024, 11:18:27 PM",3.672,85.1,93,11,2024-06-17T03:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:42:27 PM",3.671,84.2,85.6,0,2024-06-26T02:42:27.000Z,,,,"6/16/2024, 11:21:27 PM",3.673,85.1,93,11,2024-06-17T03:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:47:27 PM",3.671,84,85.7,0,2024-06-26T02:47:27.000Z,,,,"6/16/2024, 11:24:27 PM",3.672,85.1,93,11,2024-06-17T03:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:52:27 PM",3.672,84,85.8,0,2024-06-26T02:52:27.000Z,,,,"6/16/2024, 11:27:27 PM",3.672,85.1,93.1,11,2024-06-17T03:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 10:57:27 PM",3.671,83.8,85.9,0,2024-06-26T02:57:27.000Z,,,,"6/16/2024, 11:30:27 PM",3.672,85.1,93.1,11,2024-06-17T03:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:02:27 PM",3.671,83.8,86.1,0,2024-06-26T03:02:27.000Z,,,,"6/16/2024, 11:33:27 PM",3.672,85.1,93.1,11,2024-06-17T03:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:07:27 PM",3.671,83.7,86.2,0,2024-06-26T03:07:27.000Z,,,,"6/16/2024, 11:36:27 PM",3.673,85.1,93.1,11,2024-06-17T03:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:12:27 PM",3.671,83.7,86.3,0,2024-06-26T03:12:27.000Z,,,,"6/16/2024, 11:39:27 PM",3.672,85.1,93.1,11,2024-06-17T03:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:17:27 PM",3.671,83.5,86.4,0,2024-06-26T03:17:27.000Z,,,,"6/16/2024, 11:42:27 PM",3.673,85.1,93.2,11,2024-06-17T03:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:22:27 PM",3.671,83.5,86.6,0,2024-06-26T03:22:27.000Z,,,,"6/16/2024, 11:45:27 PM",3.672,85.1,93.2,12,2024-06-17T03:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:27:27 PM",3.671,83.3,86.7,0,2024-06-26T03:27:27.000Z,,,,"6/16/2024, 11:48:27 PM",3.672,85.1,93.2,12,2024-06-17T03:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:32:27 PM",3.672,83.3,86.8,0,2024-06-26T03:32:27.000Z,,,,"6/16/2024, 11:51:27 PM",3.672,85.1,93.2,12,2024-06-17T03:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:37:27 PM",3.671,83.3,86.9,0,2024-06-26T03:37:27.000Z,,,,"6/16/2024, 11:54:27 PM",3.672,85.1,93.2,12,2024-06-17T03:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:42:27 PM",3.672,83.1,87,0,2024-06-26T03:42:27.000Z,,,,"6/16/2024, 11:57:27 PM",3.672,85.1,93.3,12,2024-06-17T03:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:47:27 PM",3.672,83.1,87.2,0,2024-06-26T03:47:27.000Z,,,,"6/17/2024, 12:00:27 AM",3.672,85.1,93.3,12,2024-06-17T04:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:52:27 PM",3.672,83.1,87.3,0,2024-06-26T03:52:27.000Z,,,,"6/17/2024, 12:03:27 AM",3.672,85.1,93.3,12,2024-06-17T04:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/25/2024, 11:57:27 PM",3.672,82.9,87.4,0,2024-06-26T03:57:27.000Z,,,,"6/17/2024, 12:06:27 AM",3.672,85.1,93.3,12,2024-06-17T04:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:02:27 AM",3.671,82.9,87.5,0,2024-06-26T04:02:27.000Z,,,,"6/17/2024, 12:09:27 AM",3.672,85.1,93.3,12,2024-06-17T04:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:07:27 AM",3.671,82.9,87.6,0,2024-06-26T04:07:27.000Z,,,,"6/17/2024, 12:12:27 AM",3.672,85.1,93.3,13,2024-06-17T04:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:12:27 AM",3.672,82.9,87.7,0,2024-06-26T04:12:27.000Z,,,,"6/17/2024, 12:15:27 AM",3.672,85.1,93.3,13,2024-06-17T04:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:17:27 AM",3.672,82.9,87.8,0,2024-06-26T04:17:27.000Z,,,,"6/17/2024, 12:18:27 AM",3.672,85.1,93.4,13,2024-06-17T04:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:22:27 AM",3.672,82.8,87.9,0,2024-06-26T04:22:27.000Z,,,,"6/17/2024, 12:21:27 AM",3.672,85.1,93.4,13,2024-06-17T04:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:27:27 AM",3.671,82.8,88,0,2024-06-26T04:27:27.000Z,,,,"6/17/2024, 12:24:27 AM",3.672,85.1,93.4,13,2024-06-17T04:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:32:27 AM",3.671,82.8,88.1,0,2024-06-26T04:32:27.000Z,,,,"6/17/2024, 12:27:27 AM",3.673,85.1,93.4,13,2024-06-17T04:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:37:27 AM",3.672,82.8,88.3,0,2024-06-26T04:37:27.000Z,,,,"6/17/2024, 12:30:27 AM",3.672,85.1,93.4,13,2024-06-17T04:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:42:27 AM",3.672,82.8,88.3,0,2024-06-26T04:42:27.000Z,,,,"6/17/2024, 12:33:27 AM",3.672,85.1,93.5,13,2024-06-17T04:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:47:27 AM",3.671,82.8,88.4,0,2024-06-26T04:47:27.000Z,,,,"6/17/2024, 12:36:27 AM",3.673,85.1,93.5,14,2024-06-17T04:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:52:27 AM",3.672,82.8,88.6,0,2024-06-26T04:52:27.000Z,,,,"6/17/2024, 12:39:27 AM",3.672,85.1,93.5,14,2024-06-17T04:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 12:57:27 AM",3.672,82.8,88.6,0,2024-06-26T04:57:27.000Z,,,,"6/17/2024, 12:42:27 AM",3.672,85.1,93.5,13,2024-06-17T04:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 1:02:27 AM",3.672,82.6,88.7,0,2024-06-26T05:02:27.000Z,,,,"6/17/2024, 12:45:27 AM",3.672,85.1,93.5,13,2024-06-17T04:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/26/2024, 1:07:27 AM",3.672,82.6,88.8,0,2024-06-26T05:07:27.000Z,,,,"6/17/2024, 12:48:27 AM",3.672,85.1,93.5,14,2024-06-17T04:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
